"index","citations","year","Title"
"2277","127","2002","Improving Transfer Rates in Brain Computer Interfacing: A Case Study"
"2278","4","2002","A Digital Antennal Lobe for Pattern Equalization: Analysis and Design"
"2279","128","2002","How Linear are Auditory Cortical Responses?"
"2280","22","2002","Spectro-Temporal Receptive Fields of Subthreshold Responses in Auditory Cortex"
"2281","211","2002","Adaptive Scaling for Feature Selection in SVMs"
"2282","38","2002","Exact MAP Estimates by (Hyper)tree Agreement"
"2283","94","2002","Evidence Optimization Techniques for Estimating Stimulus-Response Functions"
"2284","140","2002","Neural Decoding of Cursor Motion Using a Kalman Filter"
"2285","47","2002","Learning to Take Concurrent Actions"
"2286","70","2002","Combining Features for BCI"
"2287","187","2002","Knowledge-Based Support Vector Machine Classifiers"
"2288","79","2002","A Probabilistic Approach to Single Channel Blind Signal Separation"
"2289","55","2002","A Formulation for Minimax Probability Machine Regression"
"2290","1","2002","Visual Development Aids the Acquisition of Motion Velocity Sensitivities"
"2291","16","2002","Temporal Coherence, Natural Image Sequences, and the Visual Cortex"
"2292","522","2002","Charting a Manifold"
"2293","11","2002","Bayesian Estimation of Time-Frequency Coefficients for Audio Signal Enhancement"
"2294","9","2002","Linear Combinations of Optic Flow Vectors for Estimating Self-Motion - a Real-World Test of a Neural Model"
"2295","14","2002","Learning in Zero-Sum Team Markov Games Using Factored Value Functions"
"2296","40","2002","A Hierarchical Bayesian Markovian Model for Motifs in Biopolymer Sequences"
"2297","100","2002","Expected and Unexpected Uncertainty: ACh and NE in the Neocortex"
"2298","43","2002","Adapting Codes and Embeddings for Polychotomies"
"2299","10","2002","Field-Programmable Learning Arrays"
"2300","30","2002","Monaural Speech Separation"
"2301","0","2002","Optoelectronic Implementation of a FitzHugh-Nagumo Neural Model"
"2302","25","2002","A Probabilistic Model for Learning Concatenative Morphology"
"2303","127","2002","Approximate Inference and Protein-Folding"
"2304","29","2002","Multiple Cause Vector Quantization"
"2305","72","2002","Boosting Density Estimation"
"2306","50","2002","Improving a Page Classifier with Anchor Extraction and Link Analysis"
"2307","5","2002","A Statistical Mechanics Approach to Approximate Analytical Bootstrap Averages"
"2308","276","2003","Maximum Likelihood Estimation of a Stochastic Integrate-and-Fire Neural Model"
"2309","128","2003","Measure Based Regularization"
"2310","902","2003","Efficient and Robust Feature Extraction by Maximum Margin Criterion"
"2311","85","2003","Bayesian Color Constancy with Non-Gaussian Models"
"2312","181","2003","Phonetic Speaker Recognition with Support Vector Machines"
"2313","38","2003","Application of SVMs for Colour Classification and Collision Detection with AIBO Robots"
"2314","32","2003","Laplace Propagation"
"2315","15","2003","A Holistic Approach to Compositional Semantics: a connectionist model and robot experiments"
"2316","63","2003","Online Learning of Non-stationary Sequences"
"2317","95","2003","All learning is Local: Multi-agent Learning in Global Reward Games"
"2318","5","2003","Different Cortico-Basal Ganglia Loops Specialize in Reward Prediction at Different Time Scales"
"2319","145","2003","Extending Q-Learning to General Adaptive Multi-Agent Systems"
"2320","350","2003","Modeling User Rating Profiles For Collaborative Filtering"
"2321","149","2003","Information Bottleneck for Gaussian Variables"
"2322","23","2003","Approximate Expectation Maximization"
"2323","28","2003","From Algorithmic to Subjective Randomness"
"2324","85","2003","Clustering with the Connectivity Kernel"
"2325","531","2003","Learning a Distance Metric from Relative Comparisons"
"2326","483","2003","Learning Spectral Clustering"
"2327","94","2003","Markov Models for Automated ECG Interval Analysis"
"2328","115","2003","Mutual Boosting for Contextual Inference"
"2329","132","2003","Can We Learn to Beat the Best Stock"
"2330","145","2003","Feature Selection in Clustering Problems"
"2331","39","2003","Probabilistic Inference of Speech Signals from Phaseless Spectrograms"
"2332","41","2003","Pairwise Clustering and Graphical Models"
"2333","448","2003","Using the Forest to See the Trees: A Graphical Model Relating Features, Objects, and Scenes"
"2334","158","2003","Online Classification on a Budget"
"2335","133","2003","GPPS: A Gaussian Process Positioning System for Cellular Networks"
"2336","484","2003","No Unbiased Estimator of the Variance of K-Fold Cross-Validation"
"2337","52","2003","How to Combine Expert (and Novice) Advice when Actions Impact the Environment?"
"2338","7","2003","Sensory Modality Segregation"
"2339","3","2003","A Functional Architecture for Motion Pattern Processing in MSTd"
"2340","29","2003","Reasoning about Time and Knowledge in Neural Symbolic Learning Systems"
"2341","33","2003","One Microphone Blind Dereverberation Based on Quasi-periodicity of Speech Signals"
"2342","14","2003","Online Learning via Global Feedback for Phrase Recognition"
"2343","760","2003","When Does Non-Negative Matrix Factorization Give a Correct Decomposition into Parts?"
"2344","3279","2003","Learning with Local and Global Consistency"
"2345","14","2003","Decoding V1 Neuronal Activity using Particle Filtering with Volterra Kernels"
"2346","96","2003","Unsupervised Color Decomposition Of Histologically Stained Tissue Samples"
"2347","7","2003","Design of Experiments via Information Theory"
"2348","27","2003","Image Reconstruction by Linear Programming"
"2349","4","2003","Boosting versus Covering"
"2350","107","2003","Increase Information Transfer Rates in BCI by CSP Extension to Multi-class"
"2351","69","2003","Non-linear CCA and PCA by Alignment of Local Models"
"2352","3","2003","Information Maximization in Noisy Channels : A Variational Approach"
"2353","27","2003","Salient Boundary Detection using Ratio Contour"
"2354","8","2003","A Neuromorphic Multi-chip Model of a Disparity Selective Complex Cell"
"2355","302","2003","Autonomous Helicopter Flight via Reinforcement Learning"
"2356","64","2003","Perspectives on Sparse Bayesian Learning"
"2357","170","2003","Attractive People: Assembling Loose-Limbed Models using Non-parametric Belief Propagation"
"2358","63","2003","Invariant Pattern Recognition by Semi-Definite Programming Machines"
"2359","21","2003","Sparse Greedy Minimax Probability Machine Classification"
"2360","36","2003","Semidefinite Relaxations for Approximate Inference on Graphs with Cycles"
"2361","8","2003","Nonlinear Processing in LGN Neurons"
"2362","1595","2003","Online Passive-Aggressive Algorithms"
"2363","68","2003","A Fast Multi-Resolution Method for Detection of Significant Spatial Disease Clusters"
"2364","24","2003","Learning a World Model and Planning with a Self-Organizing, Dynamic Neural System"
"2365","30","2003","Factorization with Uncertainty and Missing Data: Exploiting Temporal Coherence"
"2366","1","2003","An Improved Scheme for Detection and Labelling in Johansson Displays"
"2367","975","2003","Hierarchical Topic Models and the Nested Chinese Restaurant Process"
"2368","157","2003","Learning to Find Pre-Images"
"2369","72","2003","Approximate Planning in POMDPs with Macro-Actions"
"2370","9","2003","Insights from Machine Learning Applied to Human Visual Classification"
"2371","8","2003","An MCMC-Based Method of Comparing Connectionist Models in Cognitive Science"
"2372","138","2003","Convex Methods for Transduction"
"2373","56","2003","Margin Maximizing Loss Functions"
"2374","18","2003","Learning Bounds for a Generalized Family of Bayesian Posterior Distributions"
"2375","12","2003","Error Bounds for Transductive Learning via Compression and Clustering"
"2376","40","2003","Bias-Corrected Bootstrap and Model Uncertainty"
"2377","44","2003","Distributed Optimization in Adaptive Networks"
"2378","93","2003","Efficient Multiscale Sampling from Products of Gaussian Mixtures"
"2379","5","2003","Impact of an Energy Normalization Transform on the Performance of the LF-ASD Brain Computer Interface"
"2380","3","2003","Identifying Structure across Pre-partitioned Data"
"2381","199","2003","Log-Linear Models for Label Ranking"
"2382","208","2003","Bounded Finite State Controllers"
"2383","202","2003","Warped Gaussian Processes"
"2384","27","2003","A Summating, Exponentially-Decaying CMOS Synapse for Spiking Neural Systems"
"2385","26","2003","A Nonlinear Predictive State Representation"
"2386","25","2003","Extreme Components Analysis"
"2387","277","2003","Discriminative Fields for Modeling Spatial Dependencies in Natural Images"
"2388","12","2003","Discriminating Deformable Shape Classes"
"2389","13","2003","Minimising Contrastive Divergence in Noisy, Mixed-mode VLSI Neurons"
"2390","5","2003","On the Concentration of Expectation and Approximate Inference in Layered Networks"
"2391","175","2003","An MDP-Based Approach to Online Mechanism Design"
"2392","18","2003","Information Dynamics and Emergent Computation in Recurrent Circuits of Spiking Neurons"
"2393","59","2003","Model Uncertainty in Classical Conditioning"
"2394","11","2003","Learning Near-Pareto-Optimal Conventions in Polynomial Time"
"2395","51","2003","Robustness in Markov Decision Problems with Uncertain Transition Matrices"
"2396","1","2003","A Probabilistic Model of Auditory Space Representation in the Barn Owl"
"2397","3","2003","Ambiguous Model Learning Made Unambiguous with 1/f Priors"
"2398","30","2003","Limiting Form of the Sample Covariance Eigenspectrum in PCA and Kernel PCA"
"2399","5","2003","An Iterative Improvement Procedure for Hierarchical Clustering"
"2400","7","2003","Parameterized Novelty Detectors for Environmental Sensor Monitoring"
"2401","63","2003","Learning Curves for Stochastic Gradient Descent in Linear Feedforward Networks"
"2402","27","2003","Self-calibrating Probability Forecasting"
"2403","855","2003","A Model for Learning the Semantics of Pictures"
"2404","280","2003","Computing Gaussian Mixture Models with EM Using Equivalence Constraints"
"2405","71","2003","Semi-Supervised Learning with Trees"
"2406","4107","2003","Locality Preserving Projections"
"2407","1536","2003","Max-Margin Markov Networks"
"2408","145","2003","Policy Search by Dynamic Programming"
"2409","4","2003","Mechanism of Neural Interference by Transcranial Magnetic Stimulation: Network or Single Neuron?"
"2410","48","2003","Training a Quantum Neural Network"
"2411","431","2003","A Kullback-Leibler Divergence Based Kernel for SVM Classification in Multimedia Applications"
"2412","14","2003","Gene Expression Clustering with Functional Mixture Models"
"2413","734","2003","Ranking on Data Manifolds"
"2414","19","2003","Estimating Internal Variables and Paramters of a Learning Agent by a Particle Filter"
"2415","16","2003","Denoising and Untangling Graphs Using Degree Priors"
"2416","10","2003","An Infinity-sample Theory for Multi-category Large Margin Classification"
"2417","25","2003","A Classification-based Cocktail-party Processor"
"2418","13","2003","Optimal Manifold Representation of Data: An Information Theoretic Approach"
"2419","59","2003","Dynamical Modeling with Kernels for Nonlinear Time Series Prediction"
