index,citations,year,Author0,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,citations_average
6461,3,2016,Jiyan Yang,Michael W. Mahoney,Michael Saunders,Yuekai Sun,,,,,,,,,,,,,,,1.5
6463,6,2016,Jonathan Kadmon,Haim Sompolinsky,,,,,,,,,,,,,,,,,3.0
6465,25,2016,Conghui Tan,Shiqian Ma,Yu-Hong Dai,Yuqiu Qian,,,,,,,,,,,,,,,12.5
6466,7,2016,Chen-Yu Wei,Yi-Te Hong,Chi-Jen Lu,,,,,,,,,,,,,,,,3.5
6468,6,2016,Alnur Ali,J. Zico Kolter,Ryan J. Tibshirani,,,,,,,,,,,,,,,,3.0
6470,126,2016,Di He,Yingce Xia,Tao Qin,Liwei Wang,Nenghai Yu,Tieyan Liu,Wei-Ying Ma,,,,,,,,,,,,63.0
6471,11,2016,Jisu KIM,Yen-Chi Chen,Sivaraman Balakrishnan,Alessandro Rinaldo,Larry Wasserman,,,,,,,,,,,,,,5.5
6472,1,2016,Yali Wan,Marina Meila,,,,,,,,,,,,,,,,,0.5
6475,10,2016,Jeremy B. Maitin-Shepard,Viren Jain,Michal Januszewski,Peter Li,Pieter Abbeel,,,,,,,,,,,,,,5.0
6476,449,2016,Michaël Defferrard,Xavier Bresson,Pierre Vandergheynst,,,,,,,,,,,,,,,,224.5
6477,358,2016,Aaron van den Oord,Nal Kalchbrenner,Lasse Espeholt,koray kavukcuoglu,Oriol Vinyals,Alex Graves,,,,,,,,,,,,,179.0
6478,9,2016,Rajkumar Vasudeva Raju,Xaq Pitkow,,,,,,,,,,,,,,,,,4.5
6480,130,2016,Rein Houthooft,Xi Chen,Xi Chen,Yan Duan,John Schulman,Filip De Turck,Pieter Abbeel,,,,,,,,,,,,65.0
6482,18,2016,Tao Wu,Austin R. Benson,David F. Gleich,,,,,,,,,,,,,,,,9.0
6483,0,2016,Maia Fraser,,,,,,,,,,,,,,,,,,0.0
6484,16,2016,Motonobu Kanagawa,Bharath K. Sriperumbudur,Kenji Fukumizu,,,,,,,,,,,,,,,,8.0
6485,17,2016,Edouard Pauwels,Jean B. Lasserre,,,,,,,,,,,,,,,,,8.5
6486,22,2016,Mathieu Blondel,Akinori Fujino,Naonori Ueda,Masakazu Ishihata,,,,,,,,,,,,,,,11.0
6487,43,2016,Chen Huang,Chen Change Loy,Xiaoou Tang,,,,,,,,,,,,,,,,21.5
6488,2,2016,Seyed Hamidreza Kasaei,Ana Maria Tomé,Luís Seabra Lopes,,,,,,,,,,,,,,,,1.0
6489,5,2016,Moein Falahatgar,Mesrob I. Ohannessian,Alon Orlitsky,,,,,,,,,,,,,,,,2.5
6490,18,2016,Mengdi Wang,Ji Liu,Ethan Fang,,,,,,,,,,,,,,,,9.0
6494,7,2016,Alexander Shishkin,Anastasia Bezzubtseva,Alexey Drutsa,Ilia Shishkov,Ekaterina Gladkikh,Gleb Gusev,Pavel Serdyukov,,,,,,,,,,,,3.5
6496,7,2016,Yong Ren,Jun Zhu,Jialian Li,Yucen Luo,,,,,,,,,,,,,,,3.5
6497,147,2016,Tianfan Xue,Jiajun Wu,Katherine Bouman,Bill Freeman,,,,,,,,,,,,,,,73.5
6499,3,2016,Aditya Grover,Stefano Ermon,,,,,,,,,,,,,,,,,1.5
6500,7,2016,Murat A. Erdogdu,Lee H. Dicker,Mohsen Bayati,,,,,,,,,,,,,,,,3.5
6501,29,2016,George Papamakarios,Iain Murray,,,,,,,,,,,,,,,,,14.5
6504,60,2016,Jost Tobias Springenberg,Aaron Klein,Stefan Falkner,Frank Hutter,,,,,,,,,,,,,,,30.0
6505,28,2016,Xiao Chu,Wanli Ouyang,hongsheng Li,Xiaogang Wang,,,,,,,,,,,,,,,14.0
6508,11,2016,James Newling,François Fleuret,,,,,,,,,,,,,,,,,5.5
6510,18,2016,Tom Rainforth,Tuan Anh Le,Jan-Willem van de Meent,Michael A. Osborne,Frank Wood,,,,,,,,,,,,,,9.0
6511,19,2016,Pascal Germain,Francis Bach,Alexandre Lacoste,Simon Lacoste-Julien,,,,,,,,,,,,,,,9.5
6512,71,2016,Osbert Bastani,Yani Ioannou,Leonidas Lampropoulos,Dimitrios Vytiniotis,Aditya Nori,Antonio Criminisi,,,,,,,,,,,,,35.5
6513,44,2016,Yunhe Wang,Chang Xu,Shan You,Dacheng Tao,Chao Xu,,,,,,,,,,,,,,22.0
6514,7,2016,Hao Zhou,Vamsi K. Ithapu,Sathya Narayanan Ravi,Vikas Singh,Grace Wahba,Sterling C. Johnson,,,,,,,,,,,,,3.5
6515,12,2016,Michalis Titsias RC AUEB,,,,,,,,,,,,,,,,,,6.0
6516,32,2016,Jack Rae,Jonathan J. Hunt,Ivo Danihelka,Timothy Harley,Andrew W. Senior,Gregory Wayne,Alex Graves,Tim Lillicrap,,,,,,,,,,,16.0
6520,1,2016,Frederic Chazal,Ilaria Giulini,Bertrand Michel,,,,,,,,,,,,,,,,0.5
6522,19,2016,Huasen Wu,Xin Liu,,,,,,,,,,,,,,,,,9.5
6527,105,2016,Remi Munos,Tom Stepleton,Anna Harutyunyan,Marc Bellemare,,,,,,,,,,,,,,,52.5
6528,15,2016,Aaron Schein,Hanna Wallach,Mingyuan Zhou,,,,,,,,,,,,,,,,7.5
6530,60,2016,Huishuai Zhang,Yingbin Liang,,,,,,,,,,,,,,,,,30.0
6531,0,2016,Xinan Wang,Sanjoy Dasgupta,,,,,,,,,,,,,,,,,0.0
6532,31,2016,Dmitry Krotov,John J. Hopfield,,,,,,,,,,,,,,,,,15.5
6534,9,2016,Yuanzhi Li,Yingyu Liang,Andrej Risteski,,,,,,,,,,,,,,,,4.5
6536,4,2016,Akshay Balsubramani,Yoav S. Freund,,,,,,,,,,,,,,,,,2.0
6537,14,2016,Aurko Roy,Sebastian Pokutta,,,,,,,,,,,,,,,,,7.0
6538,116,2016,Davide Boscaini,Jonathan Masci,Emanuele Rodolà,Michael Bronstein,,,,,,,,,,,,,,,58.0
6542,111,2016,James Atwood,Don Towsley,,,,,,,,,,,,,,,,,55.5
6543,53,2016,Daniel Neil,Michael Pfeiffer,Shih-Chii Liu,,,,,,,,,,,,,,,,26.5
6544,2,2016,Kameron D. Harris,Stefan Mihalas,Eric Shea-Brown,,,,,,,,,,,,,,,,1.0
6547,57,2016,Scott Wisdom,Thomas Powers,John Hershey,Jonathan Le Roux,Les Atlas,,,,,,,,,,,,,,28.5
6548,2,2016,Malik Magdon-Ismail,Christos Boutsidis,,,,,,,,,,,,,,,,,1.0
6549,3,2016,Tzu-Kuo Huang,Lihong Li,Ara Vartanian,Saleema Amershi,Xiaojin Zhu,,,,,,,,,,,,,,1.5
6550,55,2016,Ozan Sener,Hyun Oh Song,Ashutosh Saxena,Silvio Savarese,,,,,,,,,,,,,,,27.5
6551,39,2016,Aaron Defazio,,,,,,,,,,,,,,,,,,19.5
6553,116,2016,Qiang Liu,Dilin Wang,,,,,,,,,,,,,,,,,58.0
6554,128,2016,Peter Battaglia,Razvan Pascanu,Matthew Lai,Danilo Jimenez Rezende,koray kavukcuoglu,,,,,,,,,,,,,,64.0
6555,115,2016,Matthew Johnson,David K. Duvenaud,Alex Wiltschko,Ryan P. Adams,Sandeep R. Datta,,,,,,,,,,,,,,57.5
6556,26,2016,Veeranjaneyulu Sadhanala,Yu-Xiang Wang,Ryan J. Tibshirani,,,,,,,,,,,,,,,,13.0
6557,15,2016,Reza Eghbali,Maryam Fazel,,,,,,,,,,,,,,,,,7.5
6559,19,2016,Yuxun Zhou,Costas J. Spanos,,,,,,,,,,,,,,,,,9.5
6561,13,2017,Alejandro Newell,Jia Deng,,,,,,,,,,,,,,,,,13.0
6563,1,2017,Eric Balkanski,Yaron Singer,,,,,,,,,,,,,,,,,1.0
6564,9,2017,Mingsheng Long,ZHANGJIE CAO,Jianmin Wang,Philip S. Yu,,,,,,,,,,,,,,,9.0
6565,242,2017,Ming-Yu Liu,Thomas Breuel,Jan Kautz,,,,,,,,,,,,,,,,242.0
6567,14,2017,Ingmar Kanitscheider,Ila Fiete,,,,,,,,,,,,,,,,,14.0
6570,748,2017,Ishaan Gulrajani,Faruk Ahmed,Martin Arjovsky,Vincent Dumoulin,Aaron C. Courville,,,,,,,,,,,,,,748.0
6572,2,2017,Zhao Song,Yusuke Muraoka,Ryohei Fujimaki,Lawrence Carin,,,,,,,,,,,,,,,2.0
6574,4,2017,Francesco Orabona,Tatiana Tommasi,,,,,,,,,,,,,,,,,4.0
6575,3,2017,Yi-An Lai,Chin-Chi Hsu,Wen Hao Chen,Mi-Yen Yeh,Shou-De Lin,,,,,,,,,,,,,,3.0
6576,172,2017,Jake Snell,Kevin Swersky,Richard Zemel,,,,,,,,,,,,,,,,172.0
6578,5,2017,Emmanouil Platanios,Hoifung Poon,Tom M. Mitchell,Eric J. Horvitz,,,,,,,,,,,,,,,5.0
6579,4,2017,Alyson K. Fletcher,Mojtaba Sahraee-Ardakan,Sundeep Rangan,Philip Schniter,,,,,,,,,,,,,,,4.0
6582,70,2017,Maximillian Nickel,Douwe Kiela,,,,,,,,,,,,,,,,,70.0
6583,5,2017,Jonathan Zung,Ignacio Tartavull,Kisuk Lee,H. Sebastian Seung,,,,,,,,,,,,,,,5.0
6584,14,2017,Ahmed M. Alaa,Mihaela van der Schaar,,,,,,,,,,,,,,,,,14.0
6585,4,2017,Xiangru Huang,Zhenxiao Liang,Chandrajit Bajaj,Qixing Huang,,,,,,,,,,,,,,,4.0
6586,4,2017,Ga Wu,Buser Say,Scott Sanner,,,,,,,,,,,,,,,,4.0
6588,23,2017,Jian Wu,Matthias Poloczek,Andrew G. Wilson,Peter Frazier,,,,,,,,,,,,,,,23.0
6589,5,2017,Yujia Li,Alexander Schwing,Kuan-Chieh Wang,Richard Zemel,,,,,,,,,,,,,,,5.0
6590,3,2017,Yossi Arjevani,,,,,,,,,,,,,,,,,,3.0
6591,8,2017,Ilias Diakonikolas,Elena Grigorescu,Jerry Li,Abhiram Natarajan,Krzysztof Onak,Ludwig Schmidt,,,,,,,,,,,,,8.0
6592,8,2017,Kwang-Sung Jun,Aniruddha Bhargava,Robert Nowak,Rebecca Willett,,,,,,,,,,,,,,,8.0
6593,3,2017,Santiago Balseiro,Max Lin,Vahab Mirrokni,Renato Leme,IIIS Song Zuo,,,,,,,,,,,,,,3.0
6596,6,2017,Michael Eickenberg,Georgios Exarchakis,Matthew Hirn,Stephane Mallat,,,,,,,,,,,,,,,6.0
6597,3,2017,Addison Hu,Sahand Negahban,,,,,,,,,,,,,,,,,3.0
6598,14,2017,Ryuichi Kiryo,Gang Niu,Marthinus C. du Plessis,Masashi Sugiyama,,,,,,,,,,,,,,,14.0
6600,17,2017,Alexander J. Ratner,Henry Ehrenberg,Zeshan Hussain,Jared Dunnmon,Christopher Ré,,,,,,,,,,,,,,17.0
6601,13,2017,Xiaojie Jin,Huaxin Xiao,Xiaohui Shen,Jimei Yang,Zhe Lin,Yunpeng Chen,Zequn Jie,Jiashi Feng,Shuicheng Yan,,,,,,,,,,13.0
6603,8,2017,Maja Rudolph,Francisco Ruiz,Susan Athey,David Blei,,,,,,,,,,,,,,,8.0
6608,12,2017,Carlton Downey,Ahmed Hefny,Byron Boots,Geoffrey J. Gordon,Boyue Li,,,,,,,,,,,,,,12.0
6609,17,2017,Alessandro Rudi,Luigi Carratino,Lorenzo Rosasco,,,,,,,,,,,,,,,,17.0
6610,27,2017,Sagie Benaim,Lior Wolf,,,,,,,,,,,,,,,,,27.0
6611,175,2017,Will Hamilton,Zhitao Ying,Jure Leskovec,,,,,,,,,,,,,,,,175.0
6612,2,2017,Kristofer Bouchard,Alejandro Bujan,Farbod Roosta-Khorasani,Shashanka Ubaru,Mr. Prabhat,Antoine Snijders,Jian-Hua Mao,Edward Chang,Michael W. Mahoney,Sharmodeep Bhattacharya,,,,,,,,,2.0
6613,313,2017,Sara Sabour,Nicholas Frosst,Geoffrey E. Hinton,,,,,,,,,,,,,,,,313.0
6614,6,2017,Mikko Heikkilä,Eemil Lagerspetz,Samuel Kaski,Kana Shimizu,Sasu Tarkoma,Antti Honkela,,,,,,,,,,,,,6.0
6615,6,2017,Kristjan Greenewald,Ambuj Tewari,Susan Murphy,Predag Klasnja,,,,,,,,,,,,,,,6.0
6616,1,2017,Yue Wang,Wei Chen,Yuting Liu,Zhi-Ming Ma,Tie-Yan Liu,,,,,,,,,,,,,,1.0
6622,4,2017,Andrea Giovannucci,Johannes Friedrich,Matt Kaufman,Anne Churchland,Dmitri Chklovskii,Liam Paninski,Eftychios A. Pnevmatikakis,,,,,,,,,,,,4.0
6623,20,2017,Luigi Acerbi,Wei Ji,,,,,,,,,,,,,,,,,20.0
6626,0,2017,Guy Uziel,Ran El-Yaniv,,,,,,,,,,,,,,,,,0.0
6627,10,2017,Yu Liu,Jianshu Chen,Li Deng,,,,,,,,,,,,,,,,10.0
6628,6,2017,Avrim Blum,Nika Haghtalab,Ariel D. Procaccia,Mingda Qiao,,,,,,,,,,,,,,,6.0
6630,5,2017,Katrina Ligett,Seth Neel,Aaron Roth,Bo Waggoner,Steven Z. Wu,,,,,,,,,,,,,,5.0
6632,7,2017,Wei Shen,KAI ZHAO,Yilu Guo,Alan L. Yuille,,,,,,,,,,,,,,,7.0
6633,6,2017,Kai Fan,Qi Wei,Lawrence Carin,Katherine A. Heller,,,,,,,,,,,,,,,6.0
6635,2,2017,Kari Rantanen,Antti Hyttinen,Matti Järvisalo,,,,,,,,,,,,,,,,2.0
6636,1,2017,Isabeau Prémont-Schwarz,Alexander Ilin,Tele Hao,Antti Rasmus,Rinu Boney,Harri Valpola,,,,,,,,,,,,,1.0
6639,3,2017,Jinfeng Yi,Cho-Jui Hsieh,Kush R. Varshney,Lijun Zhang,Yao Li,,,,,,,,,,,,,,3.0
6640,3,2017,Anqi Wu,Nicholas G. Roy,Stephen Keeley,Jonathan W. Pillow,,,,,,,,,,,,,,,3.0
6641,85,2017,Bryan McCann,James Bradbury,Caiming Xiong,Richard Socher,,,,,,,,,,,,,,,85.0
6642,4,2017,Walid Krichene,Peter L. Bartlett,,,,,,,,,,,,,,,,,4.0
6643,0,2017,Ilja Kuzborskij,Nicolò Cesa-Bianchi,,,,,,,,,,,,,,,,,0.0
6645,2,2017,M. Sevi Baltaoglu,Lang Tong,Qing Zhao,,,,,,,,,,,,,,,,2.0
6646,3,2017,Hakan Inan,Murat A. Erdogdu,Mark Schnitzer,,,,,,,,,,,,,,,,3.0
6647,3,2017,Garrett Andersen,George Konidaris,,,,,,,,,,,,,,,,,3.0
6648,30,2017,Abhishek Kar,Christian Häne,Jitendra Malik,,,,,,,,,,,,,,,,30.0
6649,1,2017,Iku Ohama,Issei Sato,Takuya Kida,Hiroki Arimura,,,,,,,,,,,,,,,1.0
6650,11,2017,Carl Jidling,Niklas Wahlström,Adrian Wills,Thomas B. Schön,,,,,,,,,,,,,,,11.0
6651,3,2017,Caglar Gulcehre,Francis Dutil,Adam Trischler,Yoshua Bengio,,,,,,,,,,,,,,,3.0
6653,5,2017,Yuhao Wang,Liam Solus,Karren Yang,Caroline Uhler,,,,,,,,,,,,,,,5.0
6654,0,2017,Daniil Ryabko,,,,,,,,,,,,,,,,,,0.0
6656,2,2017,Muhammad Yousefnezhad,Daoqiang Zhang,,,,,,,,,,,,,,,,,2.0
6657,26,2017,Yunzhu Li,Jiaming Song,Stefano Ermon,,,,,,,,,,,,,,,,26.0
6658,9,2017,Xiaohan Wei,Stanislav Minsker,,,,,,,,,,,,,,,,,9.0
6659,7,2017,Jianbo Chen,Mitchell Stern,Martin J. Wainwright,Michael I. Jordan,,,,,,,,,,,,,,,7.0
6660,6,2017,Rizal Fathony,Mohammad Ali Bashiri,Brian Ziebart,,,,,,,,,,,,,,,,6.0
6661,18,2017,Jiasen Lu,Anitha Kannan,Jianwei Yang,Devi Parikh,Dhruv Batra,,,,,,,,,,,,,,18.0
6662,1,2017,Ehsan Elhamifar,M. Clara De Paolis Kaluza,,,,,,,,,,,,,,,,,1.0
6666,14,2017,SHUAI XIAO,Mehrdad Farajtabar,Xiaojing Ye,Junchi Yan,Le Song,Hongyuan Zha,,,,,,,,,,,,,14.0
6668,12,2017,Mark van der Wilk,Carl Edward Rasmussen,James Hensman,,,,,,,,,,,,,,,,12.0
6669,6,2017,Alexander Berardino,Valero Laparra,Johannes Ballé,Eero Simoncelli,,,,,,,,,,,,,,,6.0
6671,3,2017,Sean Welleck,Jialin Mao,Kyunghyun Cho,Zheng Zhang,,,,,,,,,,,,,,,3.0
6673,1,2017,Stefan Bauer,Nico S. Gorbach,Djordje Miladinovic,Joachim M. Buhmann,,,,,,,,,,,,,,,1.0
6674,11,2017,Kush Bhatia,Prateek Jain,Parameswaran Kamalaruban,Purushottam Kar,,,,,,,,,,,,,,,11.0
6677,4,2017,Young Hun Jung,Jack Goetz,Ambuj Tewari,,,,,,,,,,,,,,,,4.0
6678,11,2017,Alireza Aghasi,Afshin Abdi,Nam Nguyen,Justin Romberg,,,,,,,,,,,,,,,11.0
6679,6,2017,Kiran Garimella,Aristides Gionis,Nikos Parotsidis,Nikolaj Tatti,,,,,,,,,,,,,,,6.0
6684,2,2017,Cong Fang,Feng Cheng,Zhouchen Lin,,,,,,,,,,,,,,,,2.0
6685,2,2017,Ashish Khetan,Sewoong Oh,,,,,,,,,,,,,,,,,2.0
6686,22,2017,Rong Ge,Tengyu Ma,,,,,,,,,,,,,,,,,22.0
6691,3,2017,Murat Kocaoglu,Karthikeyan Shanmugam,Elias Bareinboim,,,,,,,,,,,,,,,,3.0
6693,7,2017,Ryan J. Tibshirani,,,,,,,,,,,,,,,,,,7.0
6694,8,2017,Arun Venkatraman,Nicholas Rhinehart,Wen Sun,Lerrel Pinto,Martial Hebert,Byron Boots,Kris Kitani,J. Bagnell,,,,,,,,,,,8.0
6695,29,2017,Thomas Anthony,Zheng Tian,David Barber,,,,,,,,,,,,,,,,29.0
6696,8,2017,Jamie Hayes,George Danezis,,,,,,,,,,,,,,,,,8.0
6698,6,2017,Artur Speiser,Jinyao Yan,Evan W. Archer,Lars Buesing,Srinivas C. Turaga,Jakob H. Macke,,,,,,,,,,,,,6.0
6699,5,2017,Rebecca Morrison,Ricardo Baptista,Youssef Marzouk,,,,,,,,,,,,,,,,5.0
6701,4,2017,Aniket Anand Deshmukh,Urun Dogan,Clay Scott,,,,,,,,,,,,,,,,4.0
6703,7,2017,Thang D. Bui,Cuong Nguyen,Richard E. Turner,,,,,,,,,,,,,,,,7.0
6704,1,2017,Dan Garber,,,,,,,,,,,,,,,,,,1.0
6705,4,2017,Jonathan Huggins,Ryan P. Adams,Tamara Broderick,,,,,,,,,,,,,,,,4.0
6706,16,2017,Yedid Hoshen,,,,,,,,,,,,,,,,,,16.0
6707,13,2017,Andrew Miller,Nick Foti,Alexander D'Amour,Ryan P. Adams,,,,,,,,,,,,,,,13.0
6708,1,2017,Linxi Liu,Dangna Li,Wing Hung Wong,,,,,,,,,,,,,,,,1.0
6709,8,2017,Anselm Rothe,Brenden M. Lake,Todd Gureckis,,,,,,,,,,,,,,,,8.0
6713,3,2017,Di Kang,Debarun Dhar,Antoni Chan,,,,,,,,,,,,,,,,3.0
6714,2,2017,Simon S. Du,Yining Wang,Aarti Singh,,,,,,,,,,,,,,,,2.0
6718,4,2017,Yağmur Güçlütürk,Umut Güçlü,Katja Seeliger,Sander Bosch,Rob van Lier,Marcel A. J. van Gerven,,,,,,,,,,,,,4.0
6719,2,2017,Cyrus Rashtchian,Konstantin Makarychev,Miklos Racz,Siena Ang,Djordje Jevdjic,Sergey Yekhanin,Luis Ceze,Karin Strauss,,,,,,,,,,,2.0
6720,6,2017,Sebastian U. Stich,Anant Raj,Martin Jaggi,,,,,,,,,,,,,,,,6.0
6721,55,2017,Niki Kilbertus,Mateo Rojas Carulla,Giambattista Parascandolo,Moritz Hardt,Dominik Janzing,Bernhard Schölkopf,,,,,,,,,,,,,55.0
6722,2,2017,Yung-Kyun Noh,Masashi Sugiyama,Kee-Eung Kim,Frank Park,Daniel D. Lee,,,,,,,,,,,,,,2.0
6724,35,2017,Marc Lanctot,Vinicius Zambaldi,Audrunas Gruslys,Angeliki Lazaridou,karl Tuyls,Julien Perolat,David Silver,Thore Graepel,,,,,,,,,,,35.0
6725,6,2017,Keerthiram Murugesan,Jaime Carbonell,,,,,,,,,,,,,,,,,6.0
6726,0,2017,Dipan Pal,Ashwin Kannan,Gautam Arakalgud,Marios Savvides,,,,,,,,,,,,,,,0.0
6727,1,2017,Zhoutong Zhang,Qiujia Li,Zhengjia Huang,Jiajun Wu,Josh Tenenbaum,Bill Freeman,,,,,,,,,,,,,1.0
6730,1,2017,Remi Lam,Karen Willcox,,,,,,,,,,,,,,,,,1.0
6733,11,2017,Zhijie Deng,Hao Zhang,Xiaodan Liang,Luona Yang,Shizhen Xu,Jun Zhu,Eric P. Xing,,,,,,,,,,,,11.0
6735,5,2017,Murat A. Erdogdu,Yash Deshpande,Andrea Montanari,,,,,,,,,,,,,,,,5.0
6740,3,2017,Aryan Mokhtari,Alejandro Ribeiro,,,,,,,,,,,,,,,,,3.0
6743,0,2017,Qiang Li,Wei Chen,Institute of Computing Xiaoming Sun,Institute of Computing Jialin Zhang,,,,,,,,,,,,,,,0.0
6744,47,2017,Kristof Schütt,Pieter-Jan Kindermans,Huziel Enoc Sauceda Felix,Stefan Chmiela,Alexandre Tkatchenko,Klaus-Robert Müller,,,,,,,,,,,,,47.0
6747,3,2017,Noga Alon,Moshe Babaioff,Yannai A. Gonczarowski,Yishay Mansour,Shay Moran,Amir Yehudayoff,,,,,,,,,,,,,3.0
6749,4,2017,Xingguo Li,Jarvis Haupt,David Woodruff,,,,,,,,,,,,,,,,4.0
6750,1,2017,Maximilian Alber,Pieter-Jan Kindermans,Kristof Schütt,Klaus-Robert Müller,Fei Sha,,,,,,,,,,,,,,1.0
6751,12,2017,Fanny Yang,Aaditya Ramdas,Kevin G. Jamieson,Martin J. Wainwright,,,,,,,,,,,,,,,12.0
6752,5,2017,Sheng Chen,Arindam Banerjee,,,,,,,,,,,,,,,,,5.0
6755,7,2017,Naoya Takeishi,Yoshinobu Kawahara,Takehisa Yairi,,,,,,,,,,,,,,,,7.0
6757,0,2017,Christos Dimitrakakis,David C. Parkes,Goran Radanovic,Paul Tylkin,,,,,,,,,,,,,,,0.0
6759,23,2017,Yuchen Pu,Weiyao Wang,Ricardo Henao,Liqun Chen,Zhe Gan,Chunyuan Li,Lawrence Carin,,,,,,,,,,,,23.0
6760,0,2017,Liangpeng Zhang,Ke Tang,Xin Yao,,,,,,,,,,,,,,,,0.0
6761,21,2017,Ji Lin,Yongming Rao,Jiwen Lu,Jie Zhou,,,,,,,,,,,,,,,21.0
6764,1,2017,Neil Gallagher,Kyle R. Ulrich,Austin Talbot,Kafui Dzirasa,Lawrence Carin,David E. Carlson,,,,,,,,,,,,,1.0
6765,5,2017,Nir Levine,Tom Zahavy,Daniel J. Mankowitz,Aviv Tamar,Shie Mannor,,,,,,,,,,,,,,5.0
6766,17,2017,Graham Neubig,Yoav Goldberg,Chris Dyer,,,,,,,,,,,,,,,,17.0
6767,25,2017,Matthias Poloczek,Jialei Wang,Peter Frazier,,,,,,,,,,,,,,,,25.0
6768,31,2017,Raef Bassily,kobbi nissim,Uri Stemmer,Abhradeep Guha Thakurta,,,,,,,,,,,,,,,31.0
6769,9,2017,Arturs Backurs,Piotr Indyk,Ludwig Schmidt,,,,,,,,,,,,,,,,9.0
6770,2,2017,Bo Jiang,Jin Tang,Chris Ding,Yihong Gong,Bin Luo,,,,,,,,,,,,,,2.0
6772,20,2017,Wengong Jin,Connor Coley,Regina Barzilay,Tommi Jaakkola,,,,,,,,,,,,,,,20.0
6774,0,2017,Xiaoqian Wang,Hong Chen,Weidong Cai,Dinggang Shen,Heng Huang,,,,,,,,,,,,,,0.0
6775,0,2017,James McInerney,,,,,,,,,,,,,,,,,,0.0
6780,10,2017,Yunbo Wang,Mingsheng Long,Jianmin Wang,Zhifeng Gao,Philip S. Yu,,,,,,,,,,,,,,10.0
6784,1,2017,Xingguo Li,Lin Yang,Jason Ge,Jarvis Haupt,Tong Zhang,Tuo Zhao,,,,,,,,,,,,,1.0
6786,21,2017,Aolin Xu,Maxim Raginsky,,,,,,,,,,,,,,,,,21.0
6787,0,2017,Chen-Yu Wei,Yi-Te Hong,Chi-Jen Lu,,,,,,,,,,,,,,,,0.0
6788,2,2017,Amin Jalali,Rebecca Willett,,,,,,,,,,,,,,,,,2.0
6789,39,2017,David Lopez-Paz,Marc'Aurelio Ranzato,,,,,,,,,,,,,,,,,39.0
6790,5,2017,Jin Hyung Lee,David E. Carlson,Hooshmand Shokri Razaghi,Weichi Yao,Georges A. Goetz,Espen Hagen,Eleanor Batty,E.J. Chichilnisky,Gaute T. Einevoll,Liam Paninski,,,,,,,,,5.0
6792,4,2017,Mohammad Karimi,Mario Lucic,Hamed Hassani,Andreas Krause,,,,,,,,,,,,,,,4.0
6793,4,2017,Ho Chung Law,Christopher Yau,Dino Sejdinovic,,,,,,,,,,,,,,,,4.0
6794,114,2017,Yan Duan,Marcin Andrychowicz,Bradly Stadie,OpenAI Jonathan Ho,Jonas Schneider,Ilya Sutskever,Pieter Abbeel,Wojciech Zaremba,,,,,,,,,,,114.0
6795,10,2017,Anton Osokin,Francis Bach,Simon Lacoste-Julien,,,,,,,,,,,,,,,,10.0
6796,6,2017,Feng Nan,Venkatesh Saligrama,,,,,,,,,,,,,,,,,6.0
6800,25,2017,Kirill Neklyudov,Dmitry Molchanov,Arsenii Ashukha,Dmitry P. Vetrov,,,,,,,,,,,,,,,25.0
6801,1,2017,Tatsunori B. Hashimoto,Percy S. Liang,John C. Duchi,,,,,,,,,,,,,,,,1.0
6803,11,2017,Eran Malach,Shai Shalev-Shwartz,,,,,,,,,,,,,,,,,11.0
6804,9,2017,Jacob Devlin,Rudy R. Bunel,Rishabh Singh,Matthew Hausknecht,Pushmeet Kohli,,,,,,,,,,,,,,9.0
6805,0,2017,Andrei-Cristian Barbos,Francois Caron,Jean-François Giovannelli,Arnaud Doucet,,,,,,,,,,,,,,,0.0
6807,9,2017,Maksims Volkovs,Guangwei Yu,Tomi Poutanen,,,,,,,,,,,,,,,,9.0
6808,2,2017,Sinong Wang,Ness Shroff,,,,,,,,,,,,,,,,,2.0
6810,2,2017,Fei Xia,Martin J. Zhang,James Y. Zou,David Tse,,,,,,,,,,,,,,,2.0
6812,3,2017,Luca Ambrogioni,Max Hinne,Marcel Van Gerven,Eric Maris,,,,,,,,,,,,,,,3.0
6813,3,2017,Heinrich Jiang,,,,,,,,,,,,,,,,,,3.0
6815,11,2017,Rui Costa,Ioannis Alexandros Assael,Brendan Shillingford,Nando de Freitas,TIm Vogels,,,,,,,,,,,,,,11.0
6816,6,2017,Dario Zanca,Marco Gori,,,,,,,,,,,,,,,,,6.0
6818,7,2017,Paroma Varma,Bryan D. He,Payal Bajaj,Nishith Khandwala,Imon Banerjee,Daniel Rubin,Christopher Ré,,,,,,,,,,,,7.0
6819,27,2017,Hao Li,Soham De,Zheng Xu,Christoph Studer,Hanan Samet,Tom Goldstein,,,,,,,,,,,,,27.0
6822,14,2017,Amit Daniely,,,,,,,,,,,,,,,,,,14.0
6823,5,2017,Richard Nock,Zac Cranko,Aditya K. Menon,Lizhen Qu,Robert C. Williamson,,,,,,,,,,,,,,5.0
6824,6,2017,Mainak Jas,Tom Dupré la Tour,Umut Simsekli,Alexandre Gramfort,,,,,,,,,,,,,,,6.0
6825,0,2017,Erinc Merdivan,Mohammad Reza Loghmani,Matthieu Geist,,,,,,,,,,,,,,,,0.0
