index,citations,year,Author0,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,citations_average
6059,1,2016,Nguyen Cuong,Huan Xu,,,,,,,,,,,,,,,,,0.5
6062,38,2016,Haipeng Luo,Alekh Agarwal,Nicolò Cesa-Bianchi,John Langford,,,,,,,,,,,,,,,19.0
6063,35,2016,Kun He,Yan Wang,John Hopcroft,,,,,,,,,,,,,,,,17.5
6066,21,2016,Francesco Orabona,David Pal,,,,,,,,,,,,,,,,,10.5
6067,16,2016,Shandian Zhe,Kai Zhang,Pengyuan Wang,Kuang-chih Lee,Zenglin Xu,Yuan Qi,Zoubin Ghahramani,,,,,,,,,,,,8.0
6074,49,2016,Jason E. Weston,,,,,,,,,,,,,,,,,,24.5
6075,7,2016,Siddartha Y. Ramamohan,Arun Rajkumar,Shivani Agarwal,Shivani Agarwal,,,,,,,,,,,,,,,3.5
6077,191,2016,Ian Osband,Charles Blundell,Alexander Pritzel,Benjamin Van Roy,,,,,,,,,,,,,,,95.5
6080,55,2016,Aude Genevay,Marco Cuturi,Gabriel Peyré,Francis Bach,,,,,,,,,,,,,,,27.5
6084,51,2016,Matthias Bauer,Mark van der Wilk,Carl Edward Rasmussen,,,,,,,,,,,,,,,,25.5
6088,10,2016,Dan Garber,Dan Garber,,,,,,,,,,,,,,,,,5.0
6090,2,2016,Anh Tuan Nguyen,Jian Xu,Zhi Yang,,,,,,,,,,,,,,,,1.0
6091,8,2016,Shinji Ito,Ryohei Fujimaki,,,,,,,,,,,,,,,,,4.0
6092,34,2016,William H. Montgomery,Sergey Levine,,,,,,,,,,,,,,,,,17.0
6093,17,2016,Yichen Wang,Nan Du,Rakshit Trivedi,Le Song,,,,,,,,,,,,,,,8.5
6094,13,2016,Zeyuan Allen-Zhu,Yang Yuan,Karthik Sridharan,,,,,,,,,,,,,,,,6.5
6098,13,2016,Trung Le,Tu Nguyen,Vu Nguyen,Dinh Phung,,,,,,,,,,,,,,,6.5
6099,161,2016,Mingsheng Long,Han Zhu,Jianmin Wang,Michael I. Jordan,,,,,,,,,,,,,,,80.5
6103,95,2016,Jin-Hwa Kim,Sang-Woo Lee,Donghyun Kwak,Min-Oh Heo,Jeonghee Kim,Jung-Woo Ha,Byoung-Tak Zhang,,,,,,,,,,,,47.5
6105,231,2016,Chelsea Finn,Ian Goodfellow,Sergey Levine,,,,,,,,,,,,,,,,115.5
6107,47,2016,Sashank J. Reddi,Suvrit Sra,Barnabas Poczos,Alexander J. Smola,,,,,,,,,,,,,,,23.5
6108,18,2016,Daniel Ritchie,Anna Thomas,Pat Hanrahan,Noah Goodman,,,,,,,,,,,,,,,9.0
6109,14,2016,Aryan Mokhtari,Hadi Daneshmand,Aurelien Lucchi,Thomas Hofmann,Alejandro Ribeiro,,,,,,,,,,,,,,7.0
6113,76,2016,Christopher B. Choy,JunYoung Gwak,Silvio Savarese,Manmohan Chandraker,,,,,,,,,,,,,,,38.0
6115,4,2016,Jacob Steinhardt,Percy S. Liang,,,,,,,,,,,,,,,,,2.0
6118,5,2016,Farshad Lahouti,Babak Hassibi,,,,,,,,,,,,,,,,,2.5
6120,2,2016,Scott Yang,Mehryar Mohri,,,,,,,,,,,,,,,,,1.0
6121,10,2016,Onur Teymur,Kostas Zygalakis,Ben Calderhead,,,,,,,,,,,,,,,,5.0
6122,2,2016,Rémi Flamary,Cédric Févotte,Nicolas Courty,Valentin Emiya,,,,,,,,,,,,,,,1.0
6123,149,2016,Yiwen Guo,Anbang Yao,Yurong Chen,,,,,,,,,,,,,,,,74.5
6124,4,2016,Nir Rosenfeld,Amir Globerson,,,,,,,,,,,,,,,,,2.0
6125,7,2016,Hao Wang,Xingjian SHI,Dit-Yan Yeung,,,,,,,,,,,,,,,,3.5
6127,3,2016,Sheng Chen,Arindam Banerjee,,,,,,,,,,,,,,,,,1.5
6129,54,2016,Geoffrey Irving,Christian Szegedy,Alexander A. Alemi,Niklas Een,Francois Chollet,Josef Urban,,,,,,,,,,,,,27.0
6130,3,2016,Arno Onken,Stefano Panzeri,,,,,,,,,,,,,,,,,1.5
6131,97,2016,Edward Choi,Mohammad Taha Bahadori,Jimeng Sun,Joshua Kulas,Andy Schuetz,Walter Stewart,,,,,,,,,,,,,48.5
6132,6,2016,Corinna Cortes,Giulia DeSalvo,Mehryar Mohri,,,,,,,,,,,,,,,,3.0
6133,5,2016,Lin Chen,Amin Karbasi,Forrest W. Crawford,,,,,,,,,,,,,,,,2.5
6135,6,2016,Ying Yang,Elissa Aminoff,Michael Tarr,Kass E. Robert,,,,,,,,,,,,,,,3.0
6137,3,2016,Yin Cheng Ng,Pawel M. Chilinski,Ricardo Silva,,,,,,,,,,,,,,,,1.5
6138,124,2016,Xinchen Yan,Jimei Yang,Ersin Yumer,Yijie Guo,Honglak Lee,,,,,,,,,,,,,,62.0
6139,0,2016,Cristina Savin,Gasper Tkacik,,,,,,,,,,,,,,,,,0.0
6140,0,2016,Yaniv Tenzer,Alex Schwing,Kevin Gimpel,Tamir Hazan,,,,,,,,,,,,,,,0.0
6141,6,2016,Mikhail Yurochkin,XuanLong Nguyen,,,,,,,,,,,,,,,,,3.0
6142,25,2016,Thibaut Horel,Yaron Singer,,,,,,,,,,,,,,,,,12.5
6145,130,2016,Srinadh Bhojanapalli,Behnam Neyshabur,Nati Srebro,,,,,,,,,,,,,,,,65.0
6146,26,2016,Umut Güçlü,Jordy Thielen,Michael Hanke,Marcel van Gerven,,,,,,,,,,,,,,,13.0
6148,2,2016,Nagarajan Natarajan,Prateek Jain,,,,,,,,,,,,,,,,,1.0
6149,8,2016,Chinmay Hegde,Piotr Indyk,Ludwig Schmidt,,,,,,,,,,,,,,,,4.0
6150,16,2016,Scott Linderman,Ryan P. Adams,Jonathan W. Pillow,,,,,,,,,,,,,,,,8.0
6152,16,2016,Namrata Vaswani,Han Guo,,,,,,,,,,,,,,,,,8.0
6153,15,2016,Qi Meng,Guolin Ke,Taifeng Wang,Wei Chen,Qiwei Ye,Zhi-Ming Ma,Tieyan Liu,,,,,,,,,,,,7.5
6155,9,2016,Alp Yurtsever,Bang Cong Vu,Volkan Cevher,,,,,,,,,,,,,,,,4.5
6156,86,2016,Dylan Hadfield-Menell,Stuart J. Russell,Pieter Abbeel,Anca Dragan,,,,,,,,,,,,,,,43.0
6157,6,2016,Jacob D. Abernethy,Kareem Amin,Ruihao Zhu,,,,,,,,,,,,,,,,3.0
6158,39,2016,Zequn Jie,Xiaodan Liang,Jiashi Feng,Xiaojie Jin,Wen Lu,Shuicheng Yan,,,,,,,,,,,,,19.5
6159,28,2016,Ankit B. Patel,Minh Tan Nguyen,Richard Baraniuk,,,,,,,,,,,,,,,,14.0
6161,28,2016,Marius Pachitariu,Nicholas A. Steinmetz,Shabnam N. Kadir,Matteo Carandini,Kenneth D. Harris,,,,,,,,,,,,,,14.0
6162,13,2016,Vasilis Syrgkanis,Haipeng Luo,Akshay Krishnamurthy,Robert E. Schapire,,,,,,,,,,,,,,,6.5
6164,20,2016,Sara Magliacane,Tom Claassen,Joris M. Mooij,,,,,,,,,,,,,,,,10.0
6166,15,2016,Tamara Fernandez,Nicolas Rivera,Yee Whye Teh,,,,,,,,,,,,,,,,7.5
6167,6,2016,Ivan Herreros,Xerxes Arsiwalla,Paul Verschure,,,,,,,,,,,,,,,,3.0
6169,2,2016,Andrej Risteski,Yuanzhi Li,,,,,,,,,,,,,,,,,1.0
6170,5,2016,Erik Lindgren,Shanshan Wu,Alexandros G. Dimakis,,,,,,,,,,,,,,,,2.5
6172,93,2016,yan yang,Jian Sun,Huibin Li,Zongben Xu,,,,,,,,,,,,,,,46.5
6174,2,2016,Yongbo Li,Weisheng Dong,Xuemei Xie,GUANGMING Shi,Xin Li,Donglai Xu,,,,,,,,,,,,,1.0
6177,8,2016,Firas Abuzaid,Joseph K. Bradley,Feynman T. Liang,Andrew Feng,Lee Yang,Matei Zaharia,Ameet S. Talwalkar,,,,,,,,,,,,4.0
6186,5,2016,Aditya Bhaskara,Mehrdad Ghadiri,Vahab Mirrokni,Ola Svensson,,,,,,,,,,,,,,,2.5
6188,2,2016,Guillaume Papa,Aurélien Bellet,Stephan Clémençon,,,,,,,,,,,,,,,,1.0
6189,3,2016,Adam Scibior,Carl-Johann Simon-Gabriel,Ilya O. Tolstikhin,Bernhard Schölkopf,,,,,,,,,,,,,,,1.5
6190,3,2016,Shahin Jabbari,Ryan M. Rogers,Aaron Roth,Steven Z. Wu,,,,,,,,,,,,,,,1.5
6192,47,2016,Bo Xin,Yizhou Wang,Wen Gao,David Wipf,Baoyuan Wang,,,,,,,,,,,,,,23.5
6193,1,2016,Thomas Laurent,James von Brecht,Xavier Bresson,arthur szlam,,,,,,,,,,,,,,,0.5
6194,281,2016,Sebastian Nowozin,Botond Cseke,Ryota Tomioka,,,,,,,,,,,,,,,,140.5
6195,2,2016,Kévin Degraux,Gabriel Peyré,Jalal Fadili,Laurent Jacques,,,,,,,,,,,,,,,1.0
6197,211,2016,Tejas D. Kulkarni,Karthik Narasimhan,Ardavan Saeedi,Josh Tenenbaum,,,,,,,,,,,,,,,105.5
6200,19,2016,Hongseok Namkoong,John C. Duchi,,,,,,,,,,,,,,,,,9.5
6206,3,2016,Arturo Deza,Miguel Eckstein,,,,,,,,,,,,,,,,,1.5
6209,17,2016,Matthew Chalk,Olivier Marre,Gasper Tkacik,,,,,,,,,,,,,,,,8.5
6211,28,2016,Stefan Lee,Senthil Purushwalkam Shiva Prakash,Michael Cogswell,Viresh Ranjan,David Crandall,Dhruv Batra,,,,,,,,,,,,,14.0
6212,31,2016,Hao Wang,Xingjian SHI,Dit-Yan Yeung,,,,,,,,,,,,,,,,15.5
6213,3,2016,matt zhang,Peng Lin,Peng Lin,Ting Guo,Yang Wang,Yang Wang,Fang Chen,,,,,,,,,,,,1.5
6214,55,2016,Mohammad Norouzi,Samy Bengio,zhifeng Chen,Navdeep Jaitly,Mike Schuster,Yonghui Wu,Dale Schuurmans,,,,,,,,,,,,27.5
6215,25,2016,Kirthevasan Kandasamy,Gautam Dasarathy,Junier B. Oliva,Jeff Schneider,Barnabas Poczos,,,,,,,,,,,,,,12.5
6216,31,2016,Hsiang-Fu Yu,Nikhil Rao,Inderjit S. Dhillon,,,,,,,,,,,,,,,,15.5
6218,15,2016,Yining Wang,Anima Anandkumar,,,,,,,,,,,,,,,,,7.5
6222,26,2016,Dylan J. Foster,Zhiyuan Li,Thodoris Lykouris,Karthik Sridharan,Eva Tardos,,,,,,,,,,,,,,13.0
6223,17,2016,Aurelien Garivier,Tor Lattimore,Emilie Kaufmann,,,,,,,,,,,,,,,,8.5
6224,9,2016,Liangbei Xu,Mark Davenport,,,,,,,,,,,,,,,,,4.5
6226,79,2016,Weifeng Chen,Zhao Fu,Dawei Yang,Jia Deng,,,,,,,,,,,,,,,39.5
6227,4,2016,Zijun Wei,Hossein Adeli,Minh Hoai,Greg Zelinsky,Dimitris Samaras,,,,,,,,,,,,,,2.0
6228,426,2016,Yarin Gal,Zoubin Ghahramani,,,,,,,,,,,,,,,,,213.0
6229,18,2016,Ramin Raziperchikolaei,Miguel A. Carreira-Perpinan,,,,,,,,,,,,,,,,,9.0
6230,5,2016,Songbai Yan,Kamalika Chaudhuri,Tara Javidi,,,,,,,,,,,,,,,,2.5
6233,11,2016,Ilija Bogunovic,Jonathan Scarlett,Andreas Krause,Volkan Cevher,,,,,,,,,,,,,,,5.5
6235,672,2016,Xi Chen,Yan Duan,Rein Houthooft,John Schulman,Ilya Sutskever,Pieter Abbeel,,,,,,,,,,,,,336.0
6236,2,2016,Dino Oglic,Thomas Gärtner,,,,,,,,,,,,,,,,,1.0
6237,12,2016,Remi Lam,Karen Willcox,David H. Wolpert,,,,,,,,,,,,,,,,6.0
6238,5,2016,Tatiana Shpakova,Francis Bach,,,,,,,,,,,,,,,,,2.5
6242,6,2016,Yujia Shen,Arthur Choi,Adnan Darwiche,,,,,,,,,,,,,,,,3.0
6244,1,2016,Josip Djolonga,Stefanie Jegelka,Sebastian Tschiatschek,Andreas Krause,,,,,,,,,,,,,,,0.5
6246,30,2016,Xinghao Pan,Maximilian Lam,Stephen Tu,Dimitris Papailiopoulos,Ce Zhang,Michael I. Jordan,Kannan Ramchandran,Christopher Ré,,,,,,,,,,,15.0
6248,263,2016,Moritz Hardt,Eric Price,None,Nati Srebro,,,,,,,,,,,,,,,131.5
6249,18,2016,Klaus Greff,Antti Rasmus,Mathias Berglund,Tele Hao,Harri Valpola,Jürgen Schmidhuber,,,,,,,,,,,,,9.0
6250,17,2016,Jacob Steinhardt,Gregory Valiant,Moses Charikar,,,,,,,,,,,,,,,,8.5
6252,11,2016,Weihao Gao,Sewoong Oh,Pramod Viswanath,,,,,,,,,,,,,,,,5.5
6254,6,2016,Chris Junchi Li,Zhaoran Wang,Han Liu,,,,,,,,,,,,,,,,3.0
6258,7,2016,Himabindu Lakkaraju,Jure Leskovec,,,,,,,,,,,,,,,,,3.5
6259,229,2016,Andreas Veit,Michael J. Wilber,Serge Belongie,,,,,,,,,,,,,,,,114.5
6260,12,2016,Jiecao Chen,He Sun,David Woodruff,Qin Zhang,,,,,,,,,,,,,,,6.0
6263,70,2016,Sanghamitra Dutta,Viveck Cadambe,Pulkit Grover,,,,,,,,,,,,,,,,35.0
6264,2,2016,Juho Lee,Lancelot F. James,Seungjin Choi,,,,,,,,,,,,,,,,1.0
6265,24,2016,Han Zhao,Pascal Poupart,Geoffrey J. Gordon,,,,,,,,,,,,,,,,12.0
6266,2,2016,Samir Chowdhury,Facundo Mémoli,Zane T. Smith,,,,,,,,,,,,,,,,1.0
6267,146,2016,Aviv Tamar,YI WU,Garrett Thomas,Sergey Levine,Pieter Abbeel,,,,,,,,,,,,,,73.0
6268,120,2016,Scott E. Reed,Zeynep Akata,Santosh Mohan,Samuel Tenka,Bernt Schiele,Honglak Lee,,,,,,,,,,,,,60.0
6269,4,2016,Tyler B. Johnson,Carlos Guestrin,,,,,,,,,,,,,,,,,2.0
6270,103,2016,Yunchen Pu,Zhe Gan,Ricardo Henao,Xin Yuan,Chunyuan Li,Andrew Stevens,Lawrence Carin,,,,,,,,,,,,51.5
6271,8,2016,Matey Neykov,Zhaoran Wang,Han Liu,,,,,,,,,,,,,,,,4.0
6272,11,2016,Artem Sokolov,Julia Kreutzer,Stefan Riezler,Christopher Lo,,,,,,,,,,,,,,,5.5
6274,20,2016,Oren Tadmor,Tal Rosenwein,Shai Shalev-Shwartz,Yonatan Wexler,Amnon Shashua,,,,,,,,,,,,,,10.0
6275,11,2016,Rodrigo Nogueira,Kyunghyun Cho,,,,,,,,,,,,,,,,,5.5
6277,2,2016,Valentina Zantedeschi,Rémi Emonet,Marc Sebban,,,,,,,,,,,,,,,,1.0
6279,116,2016,Wenjie Luo,Yujia Li,Raquel Urtasun,Richard Zemel,,,,,,,,,,,,,,,58.0
6281,28,2016,Noah Apthorpe,Alexander Riordan,Robert Aguilar,Jan Homann,Yi Gu,David Tank,H. Sebastian Seung,,,,,,,,,,,,14.0
6283,20,2016,Gang Niu,Marthinus Christoffel du Plessis,Tomoya Sakai,Yao Ma,Masashi Sugiyama,,,,,,,,,,,,,,10.0
6285,11,2016,Sven Eberhardt,Jonah G. Cader,Thomas Serre,,,,,,,,,,,,,,,,5.5
6286,74,2016,Zhilin Yang,Ye Yuan,Yuexin Wu,William W. Cohen,Ruslan R. Salakhutdinov,,,,,,,,,,,,,,37.0
6287,5,2016,Dmitry Ostrovsky,Zaid Harchaoui,Anatoli Juditsky,Arkadi S. Nemirovski,,,,,,,,,,,,,,,2.5
6288,284,2016,Marcin Andrychowicz,Misha Denil,Sergio Gómez,Matthew W. Hoffman,David Pfau,Tom Schaul,Brendan Shillingford,Nando de Freitas,,,,,,,,,,,142.0
6290,3,2016,Hao Wu,Frank Noe,,,,,,,,,,,,,,,,,1.5
6292,10,2016,sabyasachi chatterjee,John C. Duchi,John Lafferty,Yuancheng Zhu,,,,,,,,,,,,,,,5.0
6296,3,2016,Kai-Wei Chang,He He,Stephane Ross,Hal Daume III,John Langford,,,,,,,,,,,,,,1.5
6299,9,2016,Yizhe Zhang,Xiangyu Wang,Changyou Chen,Ricardo Henao,Kai Fan,Lawrence Carin,,,,,,,,,,,,,4.5
6300,22,2016,Paul Lagrée,Claire Vernade,Olivier Cappe,,,,,,,,,,,,,,,,11.0
6301,6,2016,Wei Ping,Qiang Liu,Alexander T. Ihler,,,,,,,,,,,,,,,,3.0
6302,11,2016,Sébastien Gerchinovitz,Tor Lattimore,,,,,,,,,,,,,,,,,5.5
6303,6,2016,Vikas Garg,Tommi Jaakkola,,,,,,,,,,,,,,,,,3.0
6308,42,2016,Ohad Shamir,,,,,,,,,,,,,,,,,,21.0
6310,7,2016,Aris Anagnostopoulos,Jakub Łącki,Silvio Lattanzi,Stefano Leonardi,Mohammad Mahdian,,,,,,,,,,,,,,3.5
6316,34,2016,Peng Xu,Jiyan Yang,Farbod Roosta-Khorasani,Christopher Ré,Michael W. Mahoney,,,,,,,,,,,,,,17.0
6319,31,2016,Chi Jin,Yuchen Zhang,Sivaraman Balakrishnan,Martin J. Wainwright,Michael I. Jordan,,,,,,,,,,,,,,15.5
6320,3,2016,Koosha Khalvati,Seongmin A. Park,Jean-Claude Dreher,Rajesh P. Rao,,,,,,,,,,,,,,,1.5
6321,4,2016,Nicolo Colombo,Nikos Vlassis,,,,,,,,,,,,,,,,,2.0
6322,17,2016,Gustavo Malkomes,Charles Schaff,Roman Garnett,,,,,,,,,,,,,,,,8.5
6324,30,2016,Ji Xu,Daniel J. Hsu,Arian Maleki,,,,,,,,,,,,,,,,15.0
6325,36,2016,Olivier Bachem,Mario Lucic,Hamed Hassani,Andreas Krause,,,,,,,,,,,,,,,18.0
6326,19,2016,Diana Cai,Trevor Campbell,Tamara Broderick,,,,,,,,,,,,,,,,9.5
6328,7,2016,Ian En-Hsu Yen,Xiangru Huang,Kai Zhong,Ruohan Zhang,Pradeep K. Ravikumar,Inderjit S. Dhillon,,,,,,,,,,,,,3.5
6329,1,2016,Chaoyue Liu,Mikhail Belkin,,,,,,,,,,,,,,,,,0.5
6331,18,2016,Matteo Turchetta,Felix Berkenkamp,Andreas Krause,,,,,,,,,,,,,,,,9.0
6332,2,2016,Panagiotis Toulis,David C. Parkes,,,,,,,,,,,,,,,,,1.0
6333,31,2016,Ayan Chakrabarti,Jingyu Shao,Greg Shakhnarovich,,,,,,,,,,,,,,,,15.5
6334,0,2016,Oren Anava,Kfir Levy,,,,,,,,,,,,,,,,,0.0
6337,13,2016,Yoshinobu Kawahara,,,,,,,,,,,,,,,,,,6.5
6338,7,2016,Gabriel Krummenacher,Brian McWilliams,Yannic Kilcher,Joachim M. Buhmann,Nicolai Meinshausen,,,,,,,,,,,,,,3.5
6339,9,2016,Ashok Cutkosky,Kwabena A. Boahen,,,,,,,,,,,,,,,,,4.5
6340,19,2016,Feng Nan,Joseph Wang,Venkatesh Saligrama,,,,,,,,,,,,,,,,9.5
6341,21,2016,Renjie Liao,Alex Schwing,Richard Zemel,Raquel Urtasun,,,,,,,,,,,,,,,10.5
6343,18,2016,Wei Chen,Wei Hu,Fu Li,Jian Li,Yu Liu,Pinyan Lu,,,,,,,,,,,,,9.0
6345,12,2016,Pedro Mercado,Francesco Tudisco,Matthias Hein,,,,,,,,,,,,,,,,6.0
6346,34,2016,Jonathan Huggins,Trevor Campbell,Tamara Broderick,,,,,,,,,,,,,,,,17.0
6347,241,2016,Alexey Dosovitskiy,Thomas Brox,,,,,,,,,,,,,,,,,120.5
6350,20,2016,Xiangru Lian,Huan Zhang,Cho-Jui Hsieh,Yijun Huang,Ji Liu,,,,,,,,,,,,,,10.0
6353,314,2016,Ming-Yu Liu,Oncel Tuzel,,,,,,,,,,,,,,,,,157.0
6354,13,2016,Zhao Song,David Woodruff,Huan Zhang,,,,,,,,,,,,,,,,6.5
6357,39,2016,Been Kim,Rajiv Khanna,Oluwasanmi O. Koyejo,,,,,,,,,,,,,,,,19.5
6358,18,2016,Davood Hajinezhad,Mingyi Hong,Tuo Zhao,Zhaoran Wang,,,,,,,,,,,,,,,9.0
6360,28,2016,Gabriel Goh,Andrew Cotter,Maya Gupta,Michael P. Friedlander,,,,,,,,,,,,,,,14.0
6361,6,2016,Mandar D. Dixit,Nuno Vasconcelos,,,,,,,,,,,,,,,,,3.0
6362,9,2016,Shengjia Zhao,Enze Zhou,Ashish Sabharwal,Stefano Ermon,,,,,,,,,,,,,,,4.5
6363,15,2016,Lev Bogolubsky,Pavel Dvurechensky,Alexander Gasnikov,Gleb Gusev,Yurii Nesterov,Andrei M. Raigorodskii,Aleksey Tikhonov,Maksim Zhukovskii,,,,,,,,,,,7.5
6364,20,2016,Tim van Erven,Wouter M. Koolen,,,,,,,,,,,,,,,,,10.0
6365,57,2016,Saizheng Zhang,Yuhuai Wu,Tong Che,Zhouhan Lin,Roland Memisevic,Ruslan R. Salakhutdinov,Yoshua Bengio,,,,,,,,,,,,28.5
6366,8,2016,Yexiang Xue,Zhiyuan Li,Stefano Ermon,Carla P. Gomes,Bart Selman,,,,,,,,,,,,,,4.0
6367,197,2016,Xiaojiao Mao,Chunhua Shen,Yu-Bin Yang,,,,,,,,,,,,,,,,98.5
6368,2,2016,Nathan F. Lepora,,,,,,,,,,,,,,,,,,1.0
6371,26,2016,Se-Young Yun,Alexandre Proutiere,,,,,,,,,,,,,,,,,13.0
6372,8,2016,Wei-Shou Hsu,Pascal Poupart,,,,,,,,,,,,,,,,,4.0
6373,12,2016,Johannes Friedrich,Liam Paninski,,,,,,,,,,,,,,,,,6.0
6374,23,2016,Shizhong Han,Zibo Meng,AHMED-SHEHAB KHAN,Yan Tong,,,,,,,,,,,,,,,11.5
6375,15,2016,Shipra Agrawal,Nikhil Devanur,,,,,,,,,,,,,,,,,7.5
6377,19,2016,Yiming Ying,Longyin Wen,Siwei Lyu,,,,,,,,,,,,,,,,9.5
6378,3,2016,Daniel McNamee,Daniel M. Wolpert,Mate Lengyel,,,,,,,,,,,,,,,,1.5
6379,2,2016,Kevin Winner,Daniel R. Sheldon,,,,,,,,,,,,,,,,,1.0
6382,1,2016,Travis Monk,Cristina Savin,Jörg Lücke,,,,,,,,,,,,,,,,0.5
6387,22,2016,Yu-Xiong Wang,Martial Hebert,,,,,,,,,,,,,,,,,11.0
6388,306,2016,Tim Salimans,Diederik P. Kingma,,,,,,,,,,,,,,,,,153.0
6389,16,2016,Ehsan Elhamifar,,,,,,,,,,,,,,,,,,8.0
6390,6,2016,Chuan-Yung Tsai,Andrew M. Saxe,Andrew M. Saxe,David Cox,,,,,,,,,,,,,,,3.0
6392,90,2016,Gregory Rogez,Cordelia Schmid,,,,,,,,,,,,,,,,,45.0
6393,4,2016,Taiji Suzuki,Heishiro Kanagawa,Hayato Kobayashi,Nobuyuki Shimizu,Yukihiro Tagami,,,,,,,,,,,,,,2.0
6397,140,2016,Anh Nguyen,Alexey Dosovitskiy,Jason Yosinski,Thomas Brox,Jeff Clune,,,,,,,,,,,,,,70.0
6398,11,2016,Vladimir Golkov,Marcin J. Skwark,Antonij Golkov,Alexey Dosovitskiy,Thomas Brox,Jens Meiler,Daniel Cremers,,,,,,,,,,,,5.5
6399,5,2016,Shanshan Wu,Srinadh Bhojanapalli,Sujay Sanghavi,Alexandros G. Dimakis,,,,,,,,,,,,,,,2.5
6401,13,2016,Maria-Florina F. Balcan,Hongyang Zhang,,,,,,,,,,,,,,,,,6.5
6405,19,2016,Ramya Korlakai Vinayak,Babak Hassibi,,,,,,,,,,,,,,,,,9.5
6406,5,2016,Zhuo Wang,Xue-Xin Wei,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,,,,,,2.5
6407,4,2016,Zohar S. Karnin,,,,,,,,,,,,,,,,,,2.0
6412,11,2016,Kaito Fujii,Hisashi Kashima,,,,,,,,,,,,,,,,,5.5
6413,10,2016,Mauro Scanagatta,Giorgio Corani,Cassio P. de Campos,Marco Zaffalon,,,,,,,,,,,,,,,5.0
6414,93,2016,Ben Poole,Subhaneil Lahiri,Maithra Raghu,Jascha Sohl-Dickstein,Surya Ganguli,,,,,,,,,,,,,,46.5
6416,8,2016,Ji Hyun Bak,Jung Yoon Choi,Athena Akrami,Ilana Witten,Jonathan W. Pillow,,,,,,,,,,,,,,4.0
6417,2,2016,Pulkit Tandon,Yash H. Malviya,Bipin Rajendran,,,,,,,,,,,,,,,,1.0
6419,24,2016,Shantanu Jain,Martha White,Predrag Radivojac,,,,,,,,,,,,,,,,12.0
6420,50,2016,Shreyas Saxena,Jakob Verbeek,,,,,,,,,,,,,,,,,25.0
6422,37,2016,Arulkumar Subramaniam,Moitreya Chatterjee,Anurag Mittal,,,,,,,,,,,,,,,,18.5
6423,108,2016,Alex M. Lamb,Anirudh Goyal ALIAS PARTH GOYAL,Ying Zhang,Saizheng Zhang,Aaron C. Courville,Yoshua Bengio,,,,,,,,,,,,,54.0
6424,7,2016,Tomoharu Iwata,Makoto Yamada,,,,,,,,,,,,,,,,,3.5
6425,50,2016,Yingzhen Li,Richard E. Turner,,,,,,,,,,,,,,,,,25.0
6426,13,2016,Antoine Gautier,Quynh N. Nguyen,Matthias Hein,,,,,,,,,,,,,,,,6.5
6427,45,2016,Zeyuan Allen-Zhu,Yuanzhi Li,,,,,,,,,,,,,,,,,22.5
6428,186,2016,Yusuf Aytar,Carl Vondrick,Antonio Torralba,,,,,,,,,,,,,,,,93.0
6429,311,2016,Jiajun Wu,Chengkai Zhang,Tianfan Xue,Bill Freeman,Josh Tenenbaum,,,,,,,,,,,,,,155.5
6430,2,2016,Feras Saad,Vikash K. Mansinghka,,,,,,,,,,,,,,,,,1.0
6432,2,2016,Ruth Heller,Yair Heller,,,,,,,,,,,,,,,,,1.0
6433,15,2016,Xiangyu Wang,David B. Dunson,Chenlei Leng,,,,,,,,,,,,,,,,7.5
6434,35,2016,Gao Huang,Chuan Guo,Matt J. Kusner,Yu Sun,Fei Sha,Kilian Q. Weinberger,,,,,,,,,,,,,17.5
6435,8,2016,Kirthevasan Kandasamy,Gautam Dasarathy,Barnabas Poczos,Jeff Schneider,,,,,,,,,,,,,,,4.0
6437,8,2016,Changyou Chen,Nan Ding,Chunyuan Li,Yizhe Zhang,Lawrence Carin,,,,,,,,,,,,,,4.0
6438,9,2016,Guillaume Rabusseau,Hachem Kadri,,,,,,,,,,,,,,,,,4.5
6439,24,2016,Tue Herlau,Mikkel N. Schmidt,Morten Mørup,,,,,,,,,,,,,,,,12.0
6441,326,2016,Wei Wen,Chunpeng Wu,Yandan Wang,Yiran Chen,Hai Li,,,,,,,,,,,,,,163.0
6442,24,2016,Wittawat Jitkrittum,Zoltán Szabó,Kacper P. Chwialkowski,Arthur Gretton,,,,,,,,,,,,,,,12.0
6447,6,2016,Yuan Zhao,Il Memming Park,,,,,,,,,,,,,,,,,3.0
6450,94,2016,S. M. Ali Eslami,Nicolas Heess,Theophane Weber,Yuval Tassa,David Szepesvari,koray kavukcuoglu,Geoffrey E. Hinton,,,,,,,,,,,,47.0
6451,3,2016,Richard Nock,,,,,,,,,,,,,,,,,,1.5
6452,5,2016,Chendi Huang,Xinwei Sun,Jiechao Xiong,Yuan Yao,,,,,,,,,,,,,,,2.5
6453,0,2016,Ping Li,Michael Mitzenmacher,Martin Slawski,,,,,,,,,,,,,,,,0.0
6456,10,2016,Alina Beygelzimer,Daniel J. Hsu,John Langford,Chicheng Zhang,,,,,,,,,,,,,,,5.0
6457,398,2016,Oriol Vinyals,Charles Blundell,Tim Lillicrap,koray kavukcuoglu,Daan Wierstra,,,,,,,,,,,,,,199.0
